Typ05;[ERROR_TYPE]: can only concatenate [TYPE] (not [TYPE]) to [TYPE];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing thr error is: [OFFENDING_LINE].\nThe problem is that you tried to join two types that are not supposed to be joined.\nThis results in a [ERROR_TYPE]. You can only join two things that are both of type [TYPE], but you tried to join a(n) '[TYPE]' and a(n) '[TYPE]'.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukujoyina iintlobo ezimbini ezingafanelekanga ukuba zidityaniswe.\Oku kuphumela kwi [ERROR_TYPE]. Ungajoyina kuphela izinto ezimbini zombini zohlobo [TYPE], kodwa wazama ukujoyina '[TYPE]' kunye ne '[TYPE]'.
Typ06;[ERROR_TYPE]: '[TYPE]' object is not subscriptable;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to access an item from a non-sequence using a subscript index (using '[]').\nThis results in a [ERROR_TYPE]. You can only use a subscript index to access items from a sequence, such as a list, tuple or string, not '[TYPE]'.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzame ukufikelela kwinto evela kwi-non-sequence usebenzisa isalathisi se-subscript (usebenzisa []).\nOku kuphumela kwi [ERROR_TYPE]. Ungasebenzisa kuphela isalathisi se-subscript ukufikelela kwizinto ezivela kulandelelwano, njenge-list, i-tuple okanye istring, hayi '[TYPE]'.
Typ07;[ERROR_TYPE]: [TYPE] indices must be integers or slices, not [TYPE];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to access a character or an item from a [TYPE] using a [TYPE] instead of an integer value.\nThis results in a [ERROR_TYPE]. You can only use integer values or slices to access characters or items in a sequence.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzama ukufikelela kwi-character okanye into evela kwi-[TYPE] usebenzisa i-[TYPE] endaweni ye integer.\nOku kuphumela kwi [ERROR_TYPE]. Sebenzisa kuphela ii-integers okanye ii-slices xa ufuna ukufikelela kwii-character okanye izinto ezi kwi-sequence.
Typ08;[ERROR_TYPE]: [OPERATOR] not supported between instances of '[VARRIABLE]' and '[VARIABLE]';There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to compare two functions using the '[OPERATOR]' operator.\nThis results in a [ERROR_TYPE]. Functions are not ordered and therefore cannot be compared.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukuthelekisa ii-function ezimbini usebenzisa umqhubi [OPERATOR].\nOku kuphumela kwi [ERROR_TYPE]. ii-function aziyalelwa kwaye ngoko azikuthelekiswa.
Typ09;[ERROR_TYPE]: not all arguments converted during [TYPE] formatting;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used the '%' synmbol on a string instead of a number.\nThis results in a [ERROR_TYPE]. You can only use '%' on numbers.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise uphawu lwe-'%' kumtya endaweni yenani.\nOku kuphumela kwi [ERROR_TYPE]. Ungasebenzisa kuphela i '%' kumanani.
Typ10;[ERROR_TYPE]: object of type '[TYPE]' has no [FUNCTION];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to call the function '[FUNCTION]' on an object of type '[TYPE]', which does not have such a function defined.\nThis results in a [ERROR_TYPE]. Perhaps you misspelled the function's name.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzame ukubiza i-function '[FUNCTION]' kwinto yohlobo '[TYPE]', engenayo i-function enjalo echaziweyo.\nOku kuphumela kwi [ERROR_TYPE]. Mhlawumbi wawupela kakubi igama le-function.
Typ11;[ERROR_TYPE]: '[TYPE]' object cannot be interpreted as an [TYPE];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to use a non-integer value where an integer value was necessary.\nThis results in a [ERROR_TYPE]. A '[TYPE]' object cannot be interpreted as a(n) '[TYPE]'.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukusebenzisa ixabiso elingelo-integer apho ixabiso lenani elipheleleyo laliyimfuneko.\nOku kuphumela kwi [ERROR_TYPE]. Into '[TYPE]' ayinakutolikwa njenge '[TYPE]'.
Typ12;[ERROR_TYPE]: [FUNCTION] expected a character, but [TYPE] of length [NUMBER] found;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used the function '[FUNCTION]' on an object of type '[TYPE]' that has more than one character.\nThis results in a [ERROR_TYPE]. The function can only take a single character as an argument.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise i-function '[FUNCTION]' kwinto yohlobo '[TYPE]' enophawu olungaphezu kwesinye.\NOku kuphumela kwi [ERROR_TYPE]. Umsebenzi unokuthatha kuphela uphawu olunye njengempikiswano.
Typ13;[ERROR_TYPE]: slice indices must be integers or None or have an __index__ method;There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you used non-integer values for slicing a sequence (string, tuple or string) in Python.\nThis results in a [ERROR_TYPE]. You can only use integers or 'None' or objects with index methods for slicing a sequence.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba usebenzise amaxabiso angengowe-integer ukusika ukulandelelana (i-list, i-tuple okanye i-string) kuPython.\nOku kuphumela kwi [ERROR_TYPE]. Ungasebenzisa kuphela i-integers okanye 'Akukho nanye' okanye izinto ezineendlela zesalathisi zokusika ukulandelelana.
Typ14;[ERROR_TYPE]: '[TYPE]' object does not support item assignment;There is an error within the code in file:[FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you tried to assign a value to a '[TYPE]' object, which does not support item assignment.\nThis results in [ERROR_TYPE].;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba wazama ukwabela ixabiso kwinto '[TYPE]', engaxhasi isabelo sento.\nOku kuphumela kwi [ERROR_TYPE].
Typ15;[ERROR_TYPE]: '[VARIABLE]' is an invalid keyword argument for [FUNCTION];There is an error within the code in file: [FILENAME], occurring on line [LINENUMBER].\nThe suspected line of code causing the error is: [OFFENDING_LINE].\nThe problem is that you are trying to pass the keyword argument '[VARIABLE]' to the function '[FUNCTION]', which does not accept it.\nThis results in a [ERROR_TYPE]. The function only takes positional arguments.;Kukho impazamo ngaphakathi kwekhowudi ekwifayile: [FILENAME], eyenzeka kumngca [LINENUMBER].\nUmngca okrokrelwayo wekhowudi obangela impazamo ngulo: [OFFENDING_LINE].\nIngxaki kukuba uzame ukugqithisa i-keyword argument '[VARIABLE]' kwi-function '[FUNCTION]', ongayamkeli.\nOku kuphumela kwi [ERROR_TYPE]. i-function ithatha kuphela iimpikiswano zesikhundla.
